   0.00000000       0.00000000       0.00000000    
   9.99999978E-03   1.53652520E-03   4.62815445E-03
   1.99999996E-02   2.83744489E-03   1.00403791E-02
   2.99999993E-02   1.53806445E-03   1.54619627E-02
   3.99999991E-02   2.74620089E-03   1.98191032E-02
   4.99999970E-02   2.33466038E-03   2.51894407E-02
   5.99999949E-02   6.18243241E-04   3.00024264E-02
   6.99999928E-02  -5.55299455E-04   3.59973647E-02
   7.99999908E-02  -5.11258317E-04   3.97618748E-02
   8.99999887E-02  -8.72064265E-04   4.50184941E-02
   9.99999866E-02  -4.88753803E-03   5.11938334E-02
  0.109999985      -7.30404072E-03   5.69123849E-02
  0.119999982      -1.12438975E-02   6.20214678E-02
  0.129999980      -1.05045298E-02   6.74540773E-02
  0.139999986      -1.03796739E-02   7.23067522E-02
  0.149999991      -1.06571056E-02   7.65279233E-02
  0.159999996      -1.35385273E-02   8.42714906E-02
  0.170000002      -9.47172008E-03   8.83990228E-02
  0.180000007      -3.66928917E-03   9.26148221E-02
  0.190000013      -3.30368127E-03   9.59878191E-02
  0.200000018      -2.33808206E-03  0.102475345    
  0.210000023      -4.06955974E-03  0.107484587    
  0.220000029      -5.83531277E-04  0.111596428    
  0.230000034      -1.93374685E-03  0.116976000    
  0.240000039       3.37282219E-03  0.124250650    
  0.250000030       4.42097010E-03  0.129340902    
  0.260000020       2.71040713E-03  0.136481270    
  0.270000011      -1.17026758E-03  0.143657386    
  0.280000001       4.36589849E-04  0.147030801    
  0.289999992       1.88828781E-04  0.151096821    
  0.299999982       7.25148385E-03  0.153696522    
  0.309999973       5.55121386E-03  0.160215080    
  0.319999963       7.09032966E-03  0.166061252    
  0.329999954       5.34076616E-03  0.170489728    
  0.339999944       3.97909759E-03  0.178535923    
  0.349999934       4.92861727E-03  0.188173458    
  0.359999925       5.52471355E-03  0.193600282    
  0.369999915       6.41017035E-03  0.202787891    
  0.379999906       4.42492543E-03  0.210725859    
  0.389999896       1.09696900E-03  0.216463730    
  0.399999887       3.56442202E-03  0.220227540    
  0.409999877       1.61915785E-03  0.225547612    
  0.419999868       3.76619631E-03  0.231963590    
  0.429999858       3.45102465E-03  0.236676499    
  0.439999849       1.72080460E-03  0.241448030    
  0.449999839       7.76905392E-04  0.246663108    
  0.459999830      -1.11289497E-03  0.256081700    
